공지분류,등록 번호,기본 제목,공지 제목,부서,등록일,조회수,링크,본문 내용,이미지 링크,이미지 텍스트,마감일자,모집 현황,일반공지_학사/수업,일반공지_진로/취업,일반공지_장학금/지원금,일반공지_대외활동/서포터즈,일반공지_공모전/경진대회,일반공지_교내행사/이벤트,일반공지_비교과/교육,일반공지_군 관련,일반공지_창업 관련,일반공지_행정,일반공지_기타,장학공지_국가근로장학금,장학공지_교내장학금,장학공지_교외장학금,장학공지_국가장학금,장학공지_학자금대출,장학공지_멘토링/청소년교육지원,장학공지_특별지원/목회자/북한이탈/보훈,장학공지_글로벌/해외연수/파란사다리,장학공지_취업연계/창업/고졸후학습자/희망사다리,장학공지_행정/안내/기타,장학공지_기타
일반공지,7367,창업지원단+2024년 특화분야 창업아이디어 경진대회 신청 안내+2024-10-22,2024년 특화분야 창업아이디어 경진대회 신청 안내,창업지원단,2024-10-22,597,https://www.jj.ac.kr/jj/community/notice01.do?mode=view&articleNo=188546&article.offset=100&articleLimit=100,2024년 특화분야 창업아이디어 경진대회 모집○ 모집일정: ~2024. 10. 29.(화)○ 경진대회 일정: 2024. 10. 31.(목)~11. 2.(토)○ 지원대상: 전북특별자치도 내 대학(원)생/13팀(선착순)○ 경진대회 참여신청: QR코드 참조(포스터)○ 행사장소: (부안)모항 해나루 가족호텔○ 지원내용1. 특화분야 창업 특강 및 아이템 검증2. 팀별 멘토링 및 경진대회3. 우수아이디어 시상○ 문의안내: 063-469-8907(군산대학교 RISE에너지신산업사업단)많은신청과 참여 바랍니다 :),,,2024-11-02,마감,0,0,0,0.070921986,3.812668134,2.70726339,0.141843972,0,1.17632673,0,0,0,0,0,0,0,0,0,0,0,0,0
일반공지,7366,교수학습개발센터+[교수학습개발센터] 학습컨설팅 2차 모집 안내+2024-10-22,[교수학습개발센터] 학습컨설팅 2차 모집 안내,교수학습개발센터,2024-10-22,369,https://www.jj.ac.kr/jj/community/notice01.do?mode=view&articleNo=188544&article.offset=100&articleLimit=100,안녕하세요~ 교수학습개발센터입니다.교수학습개발센터에서 2024-2학기 2차 학습컨설팅에 참여할 학생을 모집합니다.1. 프로그램 명: 학습컨설팅2. 프로그램 목적- 학업에 어려움을 겪는 학생을 대상으로 학업문제의 원인을 진다(MLST)하고 효과적인 학습방향 제시-학습전략검사(MLST)를 통해 학습에서의 강점과 약점을 파악한 후 효율적인 학습전략을 습득할 수 있도록 자기주도학습 교육 및 활동 실시하여 학습태도 변화 계기 제공-학습자의 자기주도학습역량 향상3. 지원 내용- 학습관련 검사 진행 (MLST 학습전략검사)- 학습상담 및 자기주도학습 교육4. 운영기간: 10.28.(월)~12.06.(금)5. 운영방법-MLST 학습전략 검사 해석-학습전략 교육 및 자기주도학습교육-개인별 5회 학습상담6. 신청기간: 10.23.(수)~7. 신청방법: onSTAR에서 신청- 제출 서류: 신청서 1부를 작성하여 jjctl@jj.ac.kr로 제출문의) 교수학습개발센터 063)220-3269/2616,https://www.jj.ac.kr/_attach/jj/old-editor-image//2024-10/hjuoyiixkezf.jpg,"교수학습개발센터 2차 O술M템 올해의 마지막 기회_ 신청기간 10.23 (수)~ 운영기간 10,28(월) ~ I2,06(금) 신청대상 학습에 어려움이 왜는 재학생 전주대 온스타 비교과 프로그램 지원내용 학습관련 검사 진행 (MLST) 신청 후 이메일로 학습상담 및 자기주도학습 교육 신청서 제출 문의) 교수학습개발센터 학생회관 213호 063.220.3269/2616",-,정보 없음,0.378211877,0,0,0.040160643,0,0.274496042,4.483385371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일반공지,7365,교수학습개발센터+[교수학습개발센터] JJ학습법 대면 특강 안내+2024-10-21,[교수학습개발센터] JJ학습법 대면 특강 안내,교수학습개발센터,2024-10-21,309,https://www.jj.ac.kr/jj/community/notice01.do?mode=view&articleNo=188542&article.offset=100&articleLimit=100,안녕하세요~  교수학습개발센터입니다.교수학습개발센터에서 2024-2학기 JJ 학습법 특강을 운영합니다.JJ 학습법 대면 특강은 자기주도학습 시리즈로 운영되고 있습니다.10월에 운영되는 자기주도학습 시리즈 특강 안내드립니다.재학생 여러분의 많은 관심과 참여 부탁드립니다.감사합니다.-  나는 어떻게 의사소통을 하고 있을까? 10월 29일장소: 학생회관 2층 233호시간: 12:00 -12:50-  A+ 받는 레포트 글쓰기 특강 10월 31일장소: 학생회관 2층 215호 MOOC 스튜디오시간: 12:00 -12:50* 특강 참여자에게 점심식사 제공 *문의: 교수학습개발센터 063)220-2287/2616,https://www.jj.ac.kr/_attach/jj/old-editor-image//2024-10/cosvuiziqmyi.jpg,오늘의 행운 메시지 도착! JJ 학습법 대면 특강 나는 어떻계 의사소통올 하고 있을까? 1월 29일 124| 학생회관 233호 A+ 받는 레포트 글쓰기 특강 1o월 3일 124| 학생회관 MOOC스튜디오 ) 행운의 장소: 교수학습개발센터 / 행운의 번호: 063 220 2616,-,정보 없음,0.05899705,0,0,0,0,0,8.882459723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일반공지,7364,지역혁신공유협업센터+학생 리빙랩 아이디에이션 추가 모집+2024-10-21,학생 리빙랩 아이디에이션 추가 모집,지역혁신공유협업센터,2024-10-21,547,https://www.jj.ac.kr/jj/community/notice01.do?mode=view&articleNo=188541&article.offset=100&articleLimit=100,"지역혁신공유협업센터에서는 리빙랩 방식을 활용해 학생 스스로의 사회적 문제에 접근하고 해결하는 방법을 구조화하기 위한「학생 리빙랩 아이디에이션」 프로그램을 다음과 같이 추가로 공모하여 운영하오니 많은 참여 바랍니다.□프로그램 모집 개요1) 운영 기간: 2024년 9월~2025년 1월2) 모집 기간: 2024. 11. 1(금)3) 공모 자격: 전주대학교 재학생 및 교직원(교직원으로만 구성된 팀은 신청 불가)4) 제출 서류: 프로그램 참가 신청서5) 제출 방법: 이메일 제출 (rlatjwls971@jj.ac.kr)□ 지원 예산: 팀당 1,000,000원※회의비 (식대) 지원 가능□모집 분야1) UN-SDGs, K-SDGs 관련 분야2) 자율주제: 일상(사회) 및 지역의 문제를 해결하는 실험(분야 제한 없음)3) 리빙랩, 로컬벤처 등 지역혁신공유협업센터 운영 프로그램 참가팀 중 프로젝트 방향 재구성이 필요한 경우 신청 가능□운영 일정순일정비고1참가 신청서 검토 (~24.11.1)당일 결과 통보2개별 면담 (사전 방문 협의)지출교육 및 프로그램 안내3자율 활동 (~25.1.31)지출 마감4결과보고 (~25.2.7)결과보고서 제출, 만족도 조사□ 기타 문의: 지역혁신공유협업센터 (063-220-3172)붙임 : 학생 아이디에이션 참가 신청서  1부.",,,-,정보 없음,0.030911901,0,0,0.030911901,0,0,0.247295209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일반공지,7363,학생지원실+제22차 세계한인비즈니스대회 안내(10. 22.~10. 24. 전북대학교 일원)+2024-10-18,제22차 세계한인비즈니스대회 안내(10. 22.~10. 24. 전북대학교 일원),학생지원실,2024-10-18,586,https://www.jj.ac.kr/jj/community/notice01.do?mode=view&articleNo=188540&article.offset=100&articleLimit=100,자세한 일정 붙임 파일 참고,https://www.jj.ac.kr/_attach/jj/old-editor-image//2024-10/joarscaplskj.png,"WKBC 제 22차 세계한인비즈니스대회 2024 WORLD KOREAN BUSINESS CONVENTION 2024.10.22(화) 10.24(목) 전북대학교 일원 'E재외동포와 함께, 글로벌 비즈니스의 중심으로 주요 프로그램 국내기업 전시회, 스타트업 경연대회, 비즈니스 미팅 국제드론산업박람회, 국제금움컨퍼런스 등 부대행사 14개 시군 특산품 할인 판매 및 홍보부스 운영 재외동포청 전북특별자지도 K히lZ중소기업중양회 MK SBDC 중소기업유통센터 :바로주 III고기무_바 가진",-,정보 없음,0,0,0,0.074074074,0.814814815,1.111111111,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일반공지,7362,"진로취업지원실+2024-2학기 디지털역량강화교육 ACP프리미어프로&애프터이펙트, 컴활 1급필기 모집 안내+2024-10-15","2024-2학기 디지털역량강화교육 ACP프리미어프로&애프터이펙트, 컴활 1급필기 모집 안내",진로취업지원실,2024-10-15,607,https://www.jj.ac.kr/jj/community/notice01.do?mode=view&articleNo=188539&article.offset=100&articleLimit=100,학생 여러분의 많은 관심과 참여 부탁드립니다.감사합니다.,,,-,정보 없음,1.176470588,0,0,0,0,0,1.764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일반공지,7361,빅데이터센터+[빅데이터센터] 빅데이터 분석 경진대회 캠프 참여학생 모집 안내(~10.27.)+2024-10-14,[빅데이터센터] 빅데이터 분석 경진대회 캠프 참여학생 모집 안내(~10.27.),빅데이터센터,2024-10-14,1211,https://www.jj.ac.kr/jj/community/notice01.do?mode=view&articleNo=188538&article.offset=100&articleLimit=100,"1일정 및 신청❍ 참가대상: 전주대학교 재학생(대학원생 제외)❍ 신청기간:2024. 10. 14.(월)~10. 27.(일) 23:59까지❍ 접수방법:survey.jj.ac.kr또는 QR 접속 -> inSTAR 계정 정보로 로그인 -> 정보 입력 후 제출❍ OT(오리엔테이션):2024. 10. 31.(목) 18:00~22:00 대학본관 222호❍ 경진대회:2024. 11. 1.(금)~11. 2.(토) 군산 라마다호텔일자시간내용비고OT(10.31.)18:00~22:00석식 및 팀 빌딩,협업 및 커뮤니케이션 활동,특강(데이터 전처리 교육)1일차(11.1.)~10:00캠프 장소로 이동10:30~12:00특강(빅데이터 역량강화 교육)12:00~13:30중식13:30~18:00팀별활동&멘토링18:00~19:30석식19:30~24:00팀별활동&멘토링자율2일차(11.2.)07:00~10:00조식,팀별활동 및 개인정비,최종 발표자료 제출자율10:00~12:00발표 및 질의응답(팀당5분 내외),시상 및 기념사진* 대회 일정은 사정에 따라 일부 변경될 수 있음* 캠프는 외부에서 진행 예정이며 참여 인원에 따라 교내에서 진행될 수 있음❍ 팀 구성 운영 방안- 다양한 전공, 툴(엑셀, SPSS 등) 활용능력 등을 고려하여 참가(팀) 구성*  지원자 수 및 수준에 따라 조정될 수 있음2활용데이터❍제공 데이터 및 분석 내용제공 데이터내용- 학생성공 설문조사 데이터주제와 관련된 데이터 전처리 후 분석 모형 적용, 결과 도출, 결과 해석, 시각화, 사회적 영향 분석, 활용방안, 기대효과 및 시사점 등- 전주대학교 빅데이터센터 Open API(openapi.jj.ac.kr)에서 제공하는 데이터 사용 가능* 공공데이터 포털 자료 사용 가능- 발표자료 작성 시 데이터 획득 출처에 대하여 반드시 명시해야 함* 출처 미기재 또는 오류/허위 기재일 경우, 심사 시 탈락할 수 있음3평가방법 및 기준❍심사 평가 기준심사 평가지표점수내용비고기획성10분석 목표 설정 및 문제 해결 방법 제시데이터 분석 역량10데이터 탐색을 통한 특징 파악 및 적절한 분석방법창의성 및 혁신성20인사이트 도출 능력 및 혁신적인 아이디어 제시시각화20모델의 활용성, 시사점, 분석데이터의 직관성, 표현성가치 창출10개발 및 서비스 실현 가능성, 파급력발표10발표 능력 및 질문에 대한 명확한 응답 능력팀워크20팀 내 협업과 소통멘토평가4시상내역",,,2024-10-27,마감,0.050933786,0,0,0.768534239,2.101867572,2.13582343,0.169779287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일반공지,7360,학생지원실+전주미래도시포럼 2024 청년미래랩 1기 참가자 모집+2024-10-11,전주미래도시포럼 2024 청년미래랩 1기 참가자 모집,학생지원실,2024-10-11,511,https://www.jj.ac.kr/jj/community/notice01.do?mode=view&articleNo=188537&article.offset=100&articleLimit=100,,https://www.jj.ac.kr/_attach/jj/old-editor-image//2024-10/esruqybnaylj.png,전주미래도시포럽2024 청년미래램 17I 참가자 모집 접수기간 10. 10 (목) ~ 10. 16 (수) 청년미래램 안내 지원 및 선발 안내 기 간 2024. 11. 12(화) 11. 13(수) 지원방법 신청서 1부 자기소개서 (A4 2장 내외) 장 소 전주 호텔 라한 개인점보 수집 이용 동의서 7부 인 원 50명 이메일 접수 danzlokoreakr 수 강료 무료 주요일점 자격요건 전국대학교 학생 및 취업 준비생 50명 프로그램 일정 주요내용 *일점 상 변통가늘 (만19세~29세) 온오프라인 미선활동이 가능한자 1. 민경중 (전 CBS 보도국장) (미래도시포럽 홍보 및 참석) 2 강원국 (전 대통령비서실 연설비서관) 철년미래새 11.12.(화) 3. 김은애 (그룹업 코리야인사종관 부사장) 미래도시포럼 모든 프로그램에 적극 참여 가능한 자 선발 16.00 18.30 4. 김정태 (MYSC 대표) 5. 이현재 (배달의 민족 이사) 찾아가는 그룹토의 모집개요 멘토림 11.12 (화) 민토들과 함께하는 한옥체험 19.00 1. 김보라미 (법률사무소 디키 변호사) 서류접수 2024. 10. 10 (목) 10. 16 (수) 2. 안정기 (텍투z리마글로벌비지 스매_다 철년미래램 11.13 (수) 3. 오충섭 (한국관광공사 전볶지사장) 9:30 12.00 4. 임완수 (커유니티 매핑센터 대표이사) 1차 합격자 발표 2024. 10. 21 (월) 찾아가는 그룹토의 2차 면접 2024. 10. 24 (목) 10. 25 (금) 수로식 503 [4 00 수료증 전달 및 시상 12.30 '최종 합격자 발표 2024. 10. 28 (월) 흉페이지 http:llwfcities org/ 모든 결과 개별통지 문 의 063)281-8639 8637 UCLG {나라{주 전북대학교 WUMa MATii ASPAC 한국관광공사 rMATutyoMr스ruit JrI 시너  미기-,-,정보 없음,0,0.021459227,0,0.021459227,0,2.042918455,0.08583691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일반공지,7359,수퍼스타칼리지+비교과 프로그램 디자인 챌린지(경진대회) 접수기간 연장 안내(~10. 15.)+2024-10-11,비교과 프로그램 디자인 챌린지(경진대회) 접수기간 연장 안내(~10. 15.),수퍼스타칼리지,2024-10-11,914,https://www.jj.ac.kr/jj/community/notice01.do?mode=view&articleNo=188536&article.offset=100&articleLimit=100,"""비교과 프로그램? 원하는 거 다 해줄게!""[총 상금 300만원, 이번엔 팀전이다. 비교과 프로그램 경진대회]신청 후 약 3주간 회의 및 기획을 위한 시간이 주어집니다.- 신청기간: 2024년 10월 15일(화)까지- 신청방법: 네이버폼 작성 후 제출(아래 URL)- 신청URL:https://naver.me/5qD9zIzu- 자세한 내용은 학교 홈페이지 공지사항 참조[https://www.jj.ac.kr/jj/community/notice/gennotice.jsp?mode=view&article_no=441643&amp;board_wrapper=%2Fjj%2Fcommunity%2Fnotice%2Fgennotice.jsp&amp;pager.offset=0&amp;board_no=1041]- 아래 포스터 참조",https://www.jj.ac.kr/_attach/jj/old-editor-image//2024-10/vpfkdrfkeqfg.jpg,"비교과 프로그램 내손으로 만들기 9. 25. - 10. 15. U 공모대상 팀 구성 방법 전주대학교 교직원 및 재학생으로 구성된 팀(4~6명) 재학생팀: 재학생 4~6명 및 멘토교직원) 1명 구성 재학생으로만 구성원 팀어는 교직원 멘토 의무 배정 멘토는 사전에 지정하여 구성 가능하여 미지정시 임의 배정 교직원팀: 교수 , 직원, 조교 단위 단일팀 혹은 혼합림 구성 공모내용 내용 (자유주제) 비교과 프로그램 운영계획 수립 시상내역 총 상금 300만원 부 문 상금 선발인원 주제 예시 1. SUPER핵심역량과 연계한 프로그램 대 상 100만원 t팀 예시 2. 자기 계발과 취업 준비름 위한 프로그램 최우수상 60만원 2팀 예시 3. 학생들이 재핑게 참여할 수 잎는 프로그램 우수상 40만원 2팀 주제는 단순 예시이미, 자유롭게 선정활 수 있음 공모전 상금은 '제세공과금'올 제외하고 팀장에계 입금 예정 진행순서 순 서 일 정 비 고 신청서 제출방법 신청서 접수 2024. 10. 15.(화) 17:00까지 네이버롬 작성 제출서류/방법: 아래 네이버풍롬(QR코드) 작성 후 제출 오리엔테이선 2024. 10. 15.(화) 17:00 멘토 지정 문의사항: 슈퍼스타칼리지 행정지원실 220--2603 팀별 회의 2024. 10 15.(화)~31.(목) 제안서 제출  발표평가 2024. 11. 1.(금) 14:00 전원 의무 참석 팀별 회의비 지원: 회당 10만원 이내(집행기준 참피최대 3회까지) 신청서 제출하러 가기",2024-03-01,마감,0,0.027173913,0,0,1.490810277,1.51798419,1.781027668,0,0,0.027173913,0,0,0,0,0,0,0,0,0,0,0,0
일반공지,7358,지역혁신공유협업센터+[지역혁신공유협업센터] 학생리빙랩 프로그램 추가모집 안내+2024-10-10,[지역혁신공유협업센터] 학생리빙랩 프로그램 추가모집 안내,지역혁신공유협업센터,2024-10-10,502,https://www.jj.ac.kr/jj/community/notice01.do?mode=view&articleNo=188535&article.offset=100&articleLimit=100,"지역혁신공유헙업센터에서는 리빙랩 방식을 활용해 학생들이 발굴한 사회문제의 해결방안을 찾는「학생 리빙랩 프로그램」 참가자를 다음과 같이 추가 모집하오니 많은 참여 바랍니다.1. 운영기간: 2024년 4월~ 2025년 1월2. 공모자격: 전주대학교 재학생(학부, 대학원) 및 교직원※ 재학생과 교직원이 팀을 구성해 신청시 우대(교직원으로만 구성된 팀은 신청 불가)※ 재학생은 팀이 아니어도 단독 신청 가능(팀 우대)3.공모 분야:가) UN-SDGs, K-SDGs 관련 분야나) 자율주제: 일상(사회) 및 지역의 문제를 해결하는 실험(분야 제한 없음)4. 선발: 1팀5. 지원규모: 팀당 최대 4,000,000원6. 제출서류: 붙임의 참가 신청서7. 신청 방법: 이메일 제출 (rlatjwls971@jj.ac.kr)8. 마감 기한: 24.10.25.(금)  ※1팀 선정 시 조기 마감 될 수 있음9. 문의: 063-220-3172",,,2025-01-02,마감,0.043290043,0,0,0,0,0.043290043,1.024080087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일반공지,7357,국제교류원+2025학년도 중화권 자매대학 파견 교환학생 선발 안내+2024-10-08,2025학년도 중화권 자매대학 파견 교환학생 선발 안내,국제교류원,2024-10-08,654,https://www.jj.ac.kr/jj/community/notice01.do?mode=view&articleNo=188531&article.offset=100&articleLimit=100,다음과 같이 2025학년도 중화권 자매대학 파견 교환학생을 선발합니다.교환학생에 관심 있는 학생들의 많은 지원 바랍니다.1. 파견대학 및 선발인원: 붙임 참조2. 파견기간: 2025. 2.~2026. 1. (1학기 또는 2학기 / 학교별 상이)4. 접수기간: 2024. 10. 8.(화)~10. 15.(화)5. 접수처: 온라인(인스타) 신청6. 필기시험: 2024. 10. 16.(수) (HSK 4급 이상 소지자는 필기시험 면제)7. 합격자 발표: 2024. 10. 17.(목)8. 지원자격 및 세부사항: 붙임 참조9. 문의사항: 063-220-3198,,,-,정보 없음,1.225806452,0,0,0,0,0,0.064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일반공지,7356,LINC 3.0 사업단+LINC 3.0사업 CES 2025 글로벌 교육연수생 모집(마감)+2024-10-08,LINC 3.0사업 CES 2025 글로벌 교육연수생 모집(마감),LINC 3.0 사업단,2024-10-08,762,https://www.jj.ac.kr/jj/community/notice01.do?mode=view&articleNo=188529&article.offset=100&articleLimit=100,"LINC 3.0사업 CES 2025 글로벌 교육연수생 모집 공고LINC 3.0 사업단에서는 LINC 3.0 주요 단과대학 참여학과 재학생을 대상으로 「CES 2025 글로벌 교육 연수 프로그램」 에 참가할 학생을 모집합니다.본 교육 연수 프로그램은 전북권 4개 대학(전주대, 전북대, 원광대, 우석대) 연합으로 개최되며, 미국 CES 2025 및 서부 지역을 방문하여 교육 연수 및 견학 예정입니다.■ 자격 요건: LINC 3.0 주요 단과대학 내 참여학과 소속 재학생(3학년 이상)1) 주요 단과대학: 문화관광대학, 인문대학, 공과대학, 문화융합대학, 의과학대학2) 참여학과 현황: 붙임 참조■ 선발인원: 4명, 단과대학 별 최상위 우수자 중 1명 선발(최종 4개 단과대학 재학생)■ 지원 내용: 항공료, 숙박비 등 연수비 지원(일부 금액 자부담 있을 수 있음)■ 연수 프로그램 개요1) 연수 기간: 2025. 1. 6.(월)~1. 15.(수) 7박 10일 예정- 상기 일정 및 장소는 추후 변동될 수 있음2) 연수 지역: 미국 서부(로스엔젤레스/라스베가스/샌프란시스코)3) 연수 기관: CES(국제전자제품박람회) 2025,  실리콘밸리,  유수 대학 등■ 신청서 접수 기간:2024. 10. 8.(화)~10. 14.(월) 12:00까지 이메일(lovejj@jj.ac.kr) 접수■ 선발기준: LINC 3.0 사업 프로그램 참여 실적, 학업(영어) 성적, 대회 수상자 중 최우수자 선발- LINC 3.0 사업 프로그램: 현장실습, 캡스톤디자인, 창업강좌(동아리) 및 캠프(대회)- 선발 결과발표 : 2024. 10. 21.(월) 개별 통보 예정■ 선발 참여자 의무 사항: CES 2025 글로벌 교육 연수 프로그램에 적극 참여 및 활동 보고서(발표회 포함) 제출※ 상기 일정은 사정에 따라 변경될 수 있음■ 신청서 이메일 접수처 : LINC 3.0 사업단 창의인력양성센터 이메일 접수lovejj@jj.ac.kr- 문의 및 담당자 ☏ 063-220-2993자세한 사항 및 신청서 양식은 붙임 파일 참조바랍니다.감사합니다.전주대학교 LINC 3.0 사업단",,,2025-01-15,마감,1.022756861,0,0,0.038535645,0.057803468,0.096339114,2.180388481,0,0.019267823,0,0,0,0,0,0,0,0,0,0,0,0,0
일반공지,7355,인문사회융합인재양성사업단+[인문사회융합인재양성사업단] 비교과 프로그램 <지역문화기행: 진안과 문화 공연> 참여학생 모집(~ 10. 15.(화))+2024-10-08,[인문사회융합인재양성사업단] 비교과 프로그램 <지역문화기행: 진안과 문화 공연> 참여학생 모집(~ 10. 15.(화)),인문사회융합인재양성사업단,2024-10-08,479,https://www.jj.ac.kr/jj/community/notice01.do?mode=view&articleNo=188532&article.offset=100&articleLimit=100,"[비교과 프로그램] 지역문화기행: 진안과 문화 공연* 일 시:10월19일(토),14시~22시* 장 소:진안 일대(용담호, 운일암 반일암 등) 및 진안 운일암 개미캠핑장* 강 사: 김찬미(블레씽 사회적협동조합 이사장)* 혜 택: 팀별 활동 우수 팀 상품권 지급, 성과형 장학금 10 마일리지 지급※ 진안을 주제로 문화 기획하기(우수 팀 소정의 상품권 지급)※ 성과형 장학금 10마일리지는 명소 답사, 팀별 활동, 문화 공연 관람 모두 참여 시 지급(단, 로컬 시너지 융합전공 또는 마이크로디그리 이수 학생에 한함)* 신 청: ~10.15.(화),18시까지 구글 폼 신청서 작성 후 제출※ 링크:https://forms.gle/NotpJdqKaeG847V6A문의: 인문사회융합인재양성사업단(T. 063-220-4744, 6), 카카오톡 플러스친구 (http://pf.kakao.com/_Nxdahn)",,,-,정보 없음,0.044843049,0,0.179372197,0.089686099,0,1.074894585,1.030051536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일반공지,7354,"인문사회융합인재양성사업단+[인문사회융합인재양성사업단] 비교과 프로그램 <지역 연계 문화 기획과 청년창업>, <지역 공모사업 작성 및 실습> 참여학생 모집+2024-10-08","[인문사회융합인재양성사업단] 비교과 프로그램 <지역 연계 문화 기획과 청년창업>, <지역 공모사업 작성 및 실습> 참여학생 모집",인문사회융합인재양성사업단,2024-10-08,556,https://www.jj.ac.kr/jj/community/notice01.do?mode=view&articleNo=188534&article.offset=100&articleLimit=100,"[비교과] <지역 연계 문화 기획과 청년창업>, <지역 공모사업 작성 및 실습><지역 연계 문화 기획과 청년창업>* 일  시: 2024.10.16.(수)~11.13.(수), 매주 수요일,16시~18시(* 중간고사 기간 휴강: 10월 23일(수))* 장  소: 학생회관 231호(한국어교육센터)* 강  사: 김찬미(블레씽 사회적협동조합 이사장)* 대  상:재학생 누구나* 구  성: 실습 연계형강의 4회* 혜  택: 3회 이상 참여 시,성과형 장학마일리지 10점 부여※ 1 마일리지 = 1만 원, 30마일리지부터 신청 가능단, 로컬 시너지 융합전공 또는 마이크로디그리 이수 학생에 한함* 신  청: 구글 폼 신청서 작성 후, 제출(https://forms.gle/A4NEyDhBJZMigdLf8)<지역 공모사업 작성 및 실습>* 일  시: 2024.10.14.(월)~11.11.(월), 매주 월요일,18시30분~20시30분(* 중간고사 기간 휴강: 10월 21일(월))* 장  소: 스타센터 전산실습실 344호* 강  사: 김찬미(블레씽 사회적협동조합 이사장·정수아(기획·행정전문가)* 대  상:재학생 누구나* 구  성: 실습 연계형강의 4회* 혜  택: 3회 이상 참여 시,성과형 장학마일리지 10점 부여※ 1 마일리지 = 1만 원, 30마일리지부터 신청 가능단, 로컬 시너지 융합전공 또는 마이크로디그리 이수 학생에 한함* 신  청: 구글 폼 신청서 작성 후, 제출(https://forms.gle/Bp2xiVtWmWx4LxHz8)[문  의]인문사회융합인재양성사업단(T. 063-220-4744, 6  |  카카오톡 플러스친구(http://pf.kakao.com/_Nxdahn))",,,2024-11-13,마감,0.609437751,0,0.048192771,0,0,0,2.052208835,0,0.464859438,0.024096386,0,0,0,0,0,0,0,0,0,0,0,0
일반공지,7353,학생지원실+마약중독예방을 위한 희망메시지 공모전+2024-10-08,마약중독예방을 위한 희망메시지 공모전,학생지원실,2024-10-08,391,https://www.jj.ac.kr/jj/community/notice01.do?mode=view&articleNo=188528&article.offset=100&articleLimit=100,,https://www.jj.ac.kr/_attach/jj/old-editor-image//2024-10/jerrchckahzb.png,"2024 마약중독예방들 위한 희망 메시지 영상 공모전 응원합니다 공모주제 시상내역 마약중독예방을 위한 영상 메시지 구분 수상자수(팀) 시상금(상품권) 마약류 사용올 권할 때 거절 할 수 잇는 메시지 마약중독으로 힘든 청소년 및 청년들에게 보내는 응원 메시지 대상 1명 500,000원 마약중독에서 벗어날 수 잇는 따뜻한 메시지 마약중독에 대한 도움 및 치료 방법 메시지 최우수상 2명 300,000원 우수상 3명 200,000원 공모기간 장려상 20명 30,000원(모바일) 24. 10. 14(월) ~ 24.11.08(금) X 결과발표: 2024년 기월 중(흉페이지 및 SNS 공지 예정) X 수상자 (팀)논 시상식 초청 예정 (개별통지) 참가자격 전주시 내 청소년(중 고등학생, 학교 밖 청소년) 공모방법 청년(만 34세까지) 누구나 희망메시지 동영상 촬영하기 X 개인 또는 팀 단위로 응모 가능 우족 QR코드 스랜 후 신청서 작성(네이버 품) 메일 접수: jaddict@navercom 작품규격 X 메일 접수 시 이름(팀명) , 전화번호 꼭 작성해주세요 최대 2분(120초) 이내 / 1,280x720 이상(MP4 avi 등) X 저작권에 위배되지 양논 오른소스 사용 문의 > 전주시중독관리통합지원센터 063.223.4568 내티다 빌봉대5 j5바라구주 전주시중독관리통합지원센터 FFTER 마음사광 병추 세자 . 비비다| JEONJCITY COMMUhTY ADOCTIN MAAAVCEMENT ",2024-11-08,마감,0,0,0,0,1.456081745,1.511102378,0.027510316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
